kreatinin,hemoglobin,hematokrit yuzdesi,eritrosit sayisi,lokosit sayisi,trombosit sayisi,alanin - alt,aspartat - ast,ure,albumin,glikoz,sodyum,potasyum,klorur,oksijen doygunlugu - spo₂,Saglik_Durumu
1.48,22.27,42.55,6.33,16.21,204.4,51.77,52.56,0,3.24,77.43,147.34,4.6,109.71,99.02,4
1.05,0,50.72,8.13,16.77,318.17,97.96,32.99,0,2.76,147.69,0,5.05,0,99.79,8
1.06,14.96,44.58,6.73,10.37,282.28,0,120.58,25.0,2.93,75.38,141.92,3.81,107.59,96.57,7
1.27,12.67,45.46,7.41,7.58,242.51,67.47,52.76,18.45,3.11,148.18,146.24,0,0,95.08,8
1.45,13.22,50.45,7.06,9.44,360.0,146.61,153.82,15.83,3.75,112.17,151.02,4.91,116.65,96.24,7
0.83,15.9,42.73,8.48,15.56,416.15,84.01,40.14,19.32,3.67,108.05,127.17,4.22,0,96.21,10
0.65,10.69,42.62,6.51,14.14,0,38.02,65.56,0,2.63,0,150.09,3.69,101.89,96.01,3
0.68,14.77,48.75,6.49,10.43,417.0,92.53,19.18,17.27,3.14,0,125.16,4.23,100.56,0,10
0.5,17.04,50.92,6.77,9.38,245.64,72.87,16.43,12.05,0,96.53,0,7.74,105.7,96.64,11
0,9.72,45.32,7.14,16.19,428.8,14.35,41.1,7.32,3.69,80.68,147.0,5.3,106.15,98.81,3
1.65,17.93,48.83,7.89,16.21,326.84,148.97,0,23.61,3.97,0,143.04,0,101.57,96.8,7
1.62,15.89,43.62,5.92,14.35,394.17,66.04,18.43,11.89,2.72,92.39,138.44,6.84,104.72,96.52,11
0,0,45.74,5.5,11.03,379.64,105.35,61.97,10.6,3.95,100.25,147.05,5.53,100.85,96.16,1
1.07,14.8,49.86,6.2,9.7,367.73,14.07,32.13,19.6,3.17,114.59,144.95,7.19,117.81,0,11
1.44,17.88,0,8.01,11.17,185.66,47.75,59.71,14.96,1.55,104.03,138.23,5.2,102.04,98.7,9
2.79,0,0,8.47,12.82,224.79,152.51,107.32,26.32,3.36,113.11,147.01,4.9,109.11,95.96,2
1.62,16.87,47.8,5.86,13.76,357.49,19.08,30.15,26.03,0.68,105.9,149.36,4.0,114.66,95.54,9
1.5,12.4,47.42,8.17,0,255.55,107.59,58.52,13.04,3.09,157.97,139.42,4.43,100.13,97.49,8
1.76,14.53,47.3,6.23,15.18,237.08,74.91,15.44,26.61,3.83,89.89,125.66,4.39,114.23,98.7,10
0.54,13.02,41.37,5.9,16.9,173.28,188.48,139.95,0,2.98,117.17,145.48,4.46,109.38,99.22,7
0.92,16.11,0,6.45,16.48,412.9,93.62,64.87,19.39,2.78,99.62,146.7,4.6,104.52,0,1
0.92,13.83,40.43,7.69,6.68,336.97,39.56,63.32,23.56,3.78,148.44,152.96,3.72,102.95,95.57,8
0.86,14.16,51.19,0,14.35,176.91,81.99,0,0,3.26,0,139.86,4.81,112.17,99.53,8
1.32,10.11,45.2,6.33,0,420.25,0,30.48,7.7,3.37,91.79,147.63,4.63,109.51,95.06,3
1.48,13.07,0,7.11,15.1,183.55,54.53,37.05,22.14,3.76,88.92,0,6.3,115.29,98.7,11
0.6,10.56,41.73,7.59,10.76,213.7,64.73,0,21.0,2.95,89.86,151.4,5.79,114.47,97.2,3
1.32,0,47.76,5.62,29.1,420.04,0,45.93,21.22,2.95,107.49,142.21,5.53,108.25,95.03,6
0.4,16.32,53.72,6.86,6.96,411.51,63.92,59.64,13.56,3.76,147.69,149.73,3.87,112.5,98.36,8
2.97,13.31,43.48,8.38,11.86,346.82,135.52,113.55,17.83,2.69,0,0,5.38,104.89,95.23,2
1.33,12.22,54.48,8.22,11.53,292.73,91.8,55.32,23.33,3.94,93.54,149.88,4.57,107.49,98.06,1
3.17,14.76,54.04,6.33,9.23,354.28,140.73,96.34,0,2.92,75.75,144.48,4.63,111.42,95.25,2
2.74,15.19,53.51,7.2,9.05,333.77,146.4,101.16,13.17,2.96,88.87,141.38,4.64,112.7,0,2
0.44,14.28,47.1,8.35,27.91,406.21,49.25,40.07,25.91,2.81,103.41,143.54,0,101.06,96.97,6
1.57,9.24,54.7,8.48,0,291.5,69.14,22.14,17.23,3.49,118.79,151.88,5.29,110.23,97.48,3
0,15.49,0,6.19,20.55,388.11,32.08,23.8,8.05,3.92,0,0,3.58,112.59,99.46,5
0,12.25,0,7.91,6.89,385.5,186.5,163.7,23.86,3.34,78.85,140.2,5.32,101.99,97.33,7
0,14.85,52.99,6.31,0,392.34,27.22,30.29,25.29,1.6,96.09,138.9,0,0,99.3,9
0,13.05,47.26,8.24,0,174.96,17.8,20.03,9.2,3.7,95.18,148.44,7.17,103.79,0,11
1.33,20.53,43.11,6.89,16.27,308.69,12.42,50.37,16.67,3.49,83.22,149.28,4.01,0,97.24,4
0,0,0,8.49,16.39,373.89,0,0,11.67,3.62,95.73,149.13,4.79,108.98,0,3
1.51,15.19,51.39,6.43,19.35,303.53,104.62,15.15,21.24,2.95,77.7,0,4.86,100.29,98.21,5
0.97,12.4,43.41,0,12.55,285.43,0,135.81,7.51,3.7,75.36,143.32,4.16,102.8,95.85,7
0,13.43,46.29,8.31,12.75,207.07,195.83,115.6,17.97,3.88,105.8,0,4.53,0,0,7
0.7,14.63,40.06,5.83,10.18,416.63,18.85,15.6,9.83,3.99,99.41,150.63,6.54,114.57,98.92,11
0,12.78,52.62,7.95,19.77,285.16,30.42,0,19.29,2.81,0,151.18,3.57,0,97.59,5
1.42,19.98,46.73,8.32,14.99,429.39,0,0,13.03,3.91,0,0,4.16,114.88,95.43,4
0.97,15.14,52.0,7.43,0,313.22,104.03,53.61,13.15,2.8,117.39,121.72,3.66,101.65,96.12,10
1.79,14.27,42.98,0,6.12,194.04,29.03,42.32,26.84,3.14,102.38,150.59,4.25,108.64,99.01,1
0.66,16.53,40.15,0,14.32,409.23,44.35,38.99,12.54,2.88,113.11,126.91,3.84,114.04,97.17,10
1.29,16.06,52.04,0,0,376.94,27.15,60.82,0,0,105.93,123.81,3.85,102.47,99.72,10
0.44,12.79,50.28,7.22,21.8,344.24,103.06,19.67,24.13,3.92,102.49,152.84,4.1,102.91,95.8,5
0.77,17.62,39.73,7.07,15.16,351.2,100.81,25.09,21.81,3.27,0,149.56,5.22,0,96.51,8
1.64,14.16,40.61,7.33,8.15,283.36,36.94,57.65,10.34,3.92,89.39,145.77,7.46,113.66,98.17,11
0,12.99,46.9,5.84,7.73,226.16,77.28,16.04,23.76,3.76,114.39,127.28,5.6,103.85,95.37,10
0.45,16.79,46.38,6.37,7.17,185.68,92.85,37.06,20.27,1.01,0,140.39,5.28,108.47,98.99,9
1.31,14.97,0,5.73,15.28,179.67,101.44,33.26,7.26,3.97,75.42,120.64,5.39,110.82,98.43,10
1.23,12.91,40.76,6.65,8.54,330.87,0,23.85,15.93,3.78,100.84,151.47,4.27,0,96.72,1
1.43,15.74,46.93,7.69,15.47,362.76,59.52,20.49,15.03,2.83,103.6,146.74,7.79,116.46,95.8,11
0.96,12.6,46.51,8.22,14.11,209.0,16.76,49.55,7.22,3.15,107.41,150.38,5.39,105.1,96.1,1
1.39,16.02,50.08,7.12,10.58,405.83,69.32,43.48,19.97,3.22,0,127.9,3.54,115.94,97.91,10
0,16.34,37.58,6.39,14.02,0,41.05,54.59,12.02,2.85,98.91,120.3,5.26,101.05,96.35,10
0.43,15.68,47.15,5.86,18.99,231.78,34.62,63.37,8.8,3.39,88.24,149.64,0,112.52,0,5
1.25,20.69,39.18,7.42,16.62,193.48,77.91,19.7,12.1,3.57,80.9,138.48,3.83,0,97.74,4
0.63,0,49.11,6.52,0,0,44.76,17.52,11.16,2.92,118.85,152.93,4.87,117.6,96.65,3
1.48,0,49.12,7.93,11.77,261.73,43.85,48.88,25.1,3.76,79.86,144.05,3.59,0,99.77,3
0.42,0,39.96,5.75,8.57,372.69,104.28,59.21,15.76,3.85,87.34,148.17,4.26,108.35,98.76,1
0.77,12.11,39.1,5.87,15.58,0,184.94,113.33,20.75,0,108.77,0,5.21,116.01,99.73,7
1.34,20.12,53.66,6.15,14.35,239.75,26.08,47.01,10.66,3.95,0,151.48,3.99,113.45,99.17,4
2.6,17.95,45.71,7.76,10.03,306.17,147.46,0,23.15,0,112.1,148.87,4.08,112.9,99.27,2
1.69,16.46,44.94,7.61,16.81,163.26,49.24,0,0,3.65,104.17,138.93,6.49,110.44,95.69,11
1.32,13.14,41.43,6.56,14.63,270.76,82.68,20.33,22.19,0,0,147.53,5.67,107.46,97.75,1
3.39,16.41,48.04,7.3,12.23,178.7,129.57,95.32,21.99,2.95,110.65,152.25,4.39,110.24,99.21,2
0.8,14.39,51.41,0,42.04,354.85,93.64,48.51,22.93,0,99.05,141.91,4.68,102.62,97.73,6
0.96,20.52,51.1,5.96,8.44,231.05,39.28,62.67,10.9,3.68,93.84,151.44,0,113.52,97.71,4
1.2,14.87,43.03,7.74,14.03,353.43,71.68,49.89,0,0.92,0,139.16,3.64,105.91,0,9
1.13,16.47,39.5,7.49,15.95,235.36,159.98,110.7,22.22,3.35,115.74,144.37,5.79,100.38,95.63,7
1.11,12.18,46.31,0,8.85,333.09,164.97,0,24.91,3.06,91.18,138.78,5.17,115.43,0,7
0.87,10.19,45.37,7.72,13.81,228.26,67.94,33.94,0,2.7,86.73,143.58,4.77,100.14,99.82,3
0.67,17.56,48.67,5.92,15.56,243.31,141.96,121.16,9.8,2.97,113.29,147.9,3.94,113.01,96.64,7
0.84,22.74,52.19,5.66,8.41,0,87.92,60.85,12.73,2.65,76.27,139.09,4.38,108.92,99.7,4
1.01,12.13,46.87,8.38,7.34,0,24.37,27.65,0,3.68,95.0,152.36,5.68,0,96.76,1
2.62,14.84,44.81,5.71,16.27,288.11,151.42,101.33,11.78,0,115.84,138.02,5.71,106.08,97.21,2
0.52,17.53,53.66,7.26,21.43,202.38,63.33,16.5,23.21,3.16,112.88,0,5.32,102.81,99.42,5
1.38,0,50.85,6.15,12.46,169.17,72.29,45.35,12.08,3.34,109.36,152.83,4.65,106.46,97.95,3
0.86,14.89,48.44,7.77,20.39,298.86,20.49,63.22,11.28,3.46,92.1,147.92,4.39,0,99.79,5
2.52,13.97,37.29,8.4,14.14,229.2,133.93,112.82,18.78,3.34,98.34,140.44,4.76,117.01,96.95,2
0,14.44,52.93,7.18,12.95,406.26,196.08,146.9,8.0,0,113.59,153.85,4.69,0,95.01,7
1.37,14.15,52.03,7.5,31.57,404.96,21.76,24.56,7.53,3.57,75.8,143.84,4.5,113.35,98.05,6
3.29,15.13,53.54,7.11,0,172.42,0,101.98,9.02,2.98,107.54,151.82,3.79,103.83,96.17,2
1.05,13.89,46.64,6.4,0,390.64,11.96,24.12,11.24,2.78,81.33,127.33,4.04,110.19,96.05,10
1.36,12.73,42.47,8.19,18.27,273.19,32.38,61.97,17.56,3.53,0,146.31,3.64,100.34,96.29,5
0.91,16.41,46.94,6.21,14.28,199.75,88.53,25.14,18.64,3.79,100.84,144.37,7.56,0,98.68,11
0.69,0,0,6.88,0,343.72,40.0,60.39,26.94,2.99,82.75,150.2,4.57,102.71,96.8,1
1.29,9.79,43.18,5.6,0,270.45,94.86,43.37,8.44,2.84,95.69,0,4.97,116.51,96.51,3
1.52,14.32,45.26,0,16.37,356.61,0,148.62,18.59,2.74,106.61,145.23,5.4,105.85,0,7
0.59,14.5,46.14,8.11,19.44,350.48,23.43,15.52,21.12,3.16,111.5,141.81,0,105.73,0,5
2.59,12.37,52.66,6.03,16.1,318.39,131.46,107.03,21.0,2.86,114.89,143.28,4.99,111.09,98.85,2
0.88,13.28,45.02,7.77,11.92,308.31,61.79,25.15,9.66,1.07,91.03,151.49,3.62,104.9,96.22,9
0.91,10.25,0,6.44,8.85,0,0,15.46,13.48,0,81.73,149.44,3.62,110.82,95.46,3
1.14,14.9,45.43,6.11,11.68,179.28,80.79,0,14.81,3.12,112.68,126.98,4.8,101.58,95.99,10
1.74,13.56,42.95,0,8.29,318.48,71.87,62.35,9.6,3.16,0,140.54,4.06,0,96.91,1
1.54,13.21,48.03,6.6,8.46,337.93,191.55,156.71,22.07,3.19,98.13,0,3.71,0,0,7
1.31,13.5,51.52,7.97,15.55,352.8,54.45,0,7.0,1.05,107.54,152.58,5.25,117.77,97.11,9
1.08,15.7,49.52,7.8,13.56,247.33,49.36,44.03,22.41,2.86,77.35,144.79,6.52,117.49,95.72,11
1.45,10.66,50.09,6.19,8.82,168.08,26.7,0,24.58,3.95,117.69,150.9,0,107.24,97.26,3
0.59,17.09,0,7.65,9.14,381.28,0,0,26.6,3.56,0,146.19,3.87,113.19,99.96,1
1.52,15.58,39.26,8.14,0,0,10.38,54.55,18.35,2.92,97.07,146.9,7.37,111.84,95.89,11
1.43,20.77,39.5,0,16.55,307.22,19.92,42.13,13.59,0,81.51,0,4.15,112.95,95.47,4
1.39,9.84,0,7.22,9.6,203.51,74.46,61.23,0,3.82,0,144.23,5.11,108.0,96.65,3
1.03,0,43.33,7.92,13.15,0,11.7,64.33,20.19,3.07,158.17,144.21,5.8,115.8,96.7,8
0,14.57,43.52,0,0,174.01,69.46,63.16,16.45,0.87,0,152.55,4.08,105.68,0,9
0.66,14.23,49.21,6.4,6.3,300.31,98.32,16.42,25.81,3.77,105.29,141.54,3.57,0,97.62,1
2.37,12.0,45.79,6.24,10.38,174.99,154.55,105.42,9.05,3.29,90.87,152.89,5.27,114.54,96.19,2
2.44,17.38,45.68,6.59,10.28,420.84,155.17,91.3,9.92,3.14,0,141.01,3.91,116.18,95.71,2
0,16.95,52.88,0,21.7,176.74,87.53,36.38,13.66,2.83,110.74,149.66,3.76,0,95.41,5
1.62,16.47,37.75,6.43,16.94,180.36,191.82,0,18.97,0,79.47,138.51,3.68,0,95.21,7
1.28,15.64,52.44,7.52,50.73,352.07,0,0,18.2,3.04,0,141.48,5.67,116.91,97.85,6
0.96,13.77,38.67,7.5,6.06,229.12,10.94,51.78,16.59,0,108.86,147.52,6.79,113.12,99.74,11
0.51,21.28,53.39,8.05,8.83,373.17,21.27,37.33,23.49,3.88,116.78,153.22,3.58,109.28,99.97,4
1.63,0,46.3,0,6.71,236.65,22.92,41.49,26.91,3.04,86.82,138.77,5.79,114.23,0,1
0,14.42,54.79,7.68,8.2,0,153.49,101.55,9.93,3.82,86.34,147.37,0,100.75,99.46,2
1.11,13.8,48.44,0,10.18,244.46,71.16,28.85,17.25,3.54,76.29,142.48,7.27,111.28,95.5,11
0,17.0,46.97,7.23,19.57,318.52,19.77,0,21.19,2.96,100.1,150.75,4.28,114.16,96.39,5
1.37,22.45,54.13,6.08,12.23,0,65.22,39.57,7.42,0,93.48,151.57,4.39,108.1,96.3,4
1.53,0,42.67,6.33,21.06,331.57,67.32,48.15,21.71,2.92,0,148.23,5.3,102.05,0,5
1.72,10.71,45.42,6.27,14.58,307.82,106.1,34.77,0,3.75,100.37,153.41,3.86,106.26,95.23,3
1.55,13.2,50.96,6.55,7.85,192.92,37.98,54.92,21.33,3.19,117.29,143.79,3.59,102.57,98.37,1
0.49,12.64,43.71,6.4,41.49,201.28,13.77,24.23,11.8,3.54,106.43,139.68,3.78,100.69,99.28,6
1.31,13.71,44.59,7.42,0,248.71,183.32,117.73,11.28,3.58,109.06,145.49,3.92,102.69,96.89,7
1.72,19.07,37.51,8.15,11.39,247.51,40.58,49.37,13.37,3.57,94.46,141.36,4.46,102.96,97.18,4
1.65,16.59,0,6.78,9.44,263.36,48.13,26.38,21.42,0.62,79.14,144.72,3.58,115.14,97.24,9
0.52,13.48,53.96,7.09,10.01,365.17,95.52,59.2,13.99,3.24,83.39,0,7.75,110.22,98.93,11
0.46,10.33,50.03,7.08,7.32,251.47,108.09,27.74,19.58,3.67,83.55,147.03,5.79,111.43,96.08,3
1.36,14.81,48.45,5.74,13.37,299.43,101.05,52.46,20.84,3.09,111.39,147.21,4.44,0,99.02,1
0.51,21.62,53.15,5.53,0,345.89,36.01,23.93,24.18,3.34,114.63,144.12,4.39,0,97.88,4
1.56,14.67,43.19,6.15,6.79,418.06,167.96,130.72,10.55,3.52,82.51,148.23,3.95,108.03,99.68,7
1.58,17.27,48.46,6.51,8.94,314.68,59.91,64.41,13.05,0,95.15,0,4.26,111.32,96.27,9
1.46,17.63,37.76,7.26,14.36,331.57,15.32,25.68,22.3,2.93,158.18,153.03,4.78,100.02,95.1,8
0.77,16.84,0,0,16.26,186.17,0,65.44,13.28,3.18,90.37,139.74,6.45,111.28,95.4,11
1.33,9.61,50.67,7.31,11.61,0,89.33,32.0,0,0,96.18,149.93,4.83,101.95,98.15,3
1.66,12.7,39.58,6.35,19.1,398.33,14.34,30.6,23.19,2.94,89.99,149.1,3.99,110.84,99.45,5
1.24,15.86,53.58,8.19,19.14,0,79.3,31.27,9.85,3.68,82.99,147.01,3.59,115.0,96.45,5
0.94,17.17,51.27,6.12,10.18,423.95,151.16,106.93,8.17,2.96,87.2,146.37,5.19,110.5,96.64,7
0,10.46,42.42,8.21,12.21,0,42.62,43.79,20.46,3.25,111.1,142.65,4.19,105.54,99.38,3
0.92,13.91,45.68,8.45,14.36,399.53,0,59.86,21.98,3.1,101.99,0,4.26,0,97.34,10
1.09,16.88,48.7,5.74,14.64,423.47,38.72,18.92,9.42,3.56,105.92,126.25,0,103.29,97.42,10
0.57,12.21,46.95,5.94,8.59,370.3,0,46.78,22.19,3.87,80.48,150.55,3.74,108.47,99.7,1
3.58,15.29,43.17,6.8,8.81,340.67,133.93,104.64,24.72,2.68,115.68,143.97,5.65,114.94,0,2
1.41,14.94,40.99,6.06,12.14,180.39,87.19,27.8,15.7,3.37,169.5,151.29,4.43,108.89,99.33,8
0.99,10.62,54.42,7.08,13.98,391.98,0,35.94,26.43,3.85,101.03,144.37,3.85,100.32,95.48,3
1.76,12.8,48.92,5.93,12.17,327.21,0,29.03,24.83,0,78.63,0,3.86,108.4,0,1
1.37,0,50.19,0,0,367.58,65.71,0,15.13,2.7,97.02,147.83,0,102.26,97.74,1
3.3,16.48,41.48,8.45,12.97,348.02,157.74,86.26,11.16,2.88,101.19,148.65,4.18,100.7,99.29,2
0.95,13.14,46.5,6.94,0,374.45,40.07,33.75,18.52,3.3,109.98,153.95,5.47,0,95.2,6
0.46,16.69,38.45,8.11,47.94,277.93,85.72,51.73,8.27,2.97,113.01,143.03,3.63,116.82,97.23,6
0.79,10.73,41.72,5.7,9.4,291.81,0,16.81,13.19,3.33,90.01,139.51,5.43,114.8,99.69,3
1.34,14.3,42.4,8.08,8.07,202.14,107.82,17.69,0,0.79,108.07,138.24,4.37,115.06,96.56,9
0.63,15.58,42.98,6.2,14.18,254.17,49.31,55.68,18.46,1.14,81.61,146.8,4.15,104.58,99.34,9
0,14.28,38.08,8.27,11.25,246.33,0,98.96,9.03,3.1,80.29,150.56,3.6,101.82,95.24,7
1.52,13.12,50.93,0,0,381.61,21.59,38.9,14.09,2.87,168.97,140.82,3.57,105.57,96.34,8
0.72,16.58,39.8,6.54,14.3,267.86,167.88,131.42,24.0,2.66,84.54,140.48,3.52,110.97,96.16,7
1.51,13.61,0,7.49,37.3,232.56,79.55,34.27,8.27,0,112.86,150.66,3.9,114.13,96.08,6
1.38,0,49.95,6.75,12.96,229.3,85.84,15.95,8.33,1.16,99.55,139.66,4.38,0,95.44,9
1.78,21.73,37.64,6.0,12.27,300.27,31.39,39.96,11.69,0,112.73,140.51,4.47,103.26,97.56,4
0.87,17.01,48.78,6.49,7.18,329.97,62.23,54.25,14.48,2.77,80.71,125.14,5.63,105.19,97.65,10
0.66,12.73,52.33,7.46,7.81,0,97.99,0,14.1,3.04,98.38,148.78,0,117.13,96.19,1
0.9,12.1,41.05,0,0,214.44,107.42,50.69,8.62,2.86,89.77,119.82,0,102.73,95.81,10
0.63,16.61,54.49,6.05,27.57,425.52,39.42,32.04,10.72,2.97,0,144.4,4.79,100.03,97.9,6
0.65,17.11,0,6.66,58.21,0,103.51,30.34,12.31,3.64,99.89,149.76,3.52,108.51,96.06,6
0.57,17.27,46.72,7.03,13.06,421.8,26.23,33.76,20.76,3.61,88.96,153.17,7.39,104.12,99.95,11
0.41,14.28,0,8.48,0,382.77,0,20.03,25.88,2.71,162.44,0,4.3,0,99.65,8
1.27,13.97,50.31,6.41,65.59,352.1,56.87,39.16,0,3.49,94.53,149.98,4.81,114.17,99.99,6
0,14.39,42.31,6.66,6.41,354.52,48.55,32.04,22.39,3.16,94.05,119.92,4.23,111.11,99.84,10
0.53,13.84,48.97,0,0,275.5,76.77,18.77,12.86,0,79.6,142.47,4.48,107.86,98.52,9
0.89,21.75,43.17,5.74,7.58,0,102.85,32.74,0,3.45,116.18,138.66,4.46,114.24,99.46,4
1.56,17.52,42.31,5.54,15.7,383.61,207.89,120.85,18.6,3.56,0,153.26,4.99,110.0,97.78,7
1.17,13.59,40.7,5.67,8.82,406.54,59.42,63.29,8.53,1.38,115.38,148.1,5.55,103.23,99.05,9
1.61,0,44.94,7.88,0,256.14,12.35,31.44,19.44,1.55,114.52,151.82,4.13,115.66,98.21,9
0,12.08,47.4,7.76,8.46,303.55,49.42,36.97,7.68,2.78,169.21,138.54,4.86,0,99.3,8
1.13,17.8,50.14,0,14.32,349.65,77.33,0,8.1,2.7,86.04,153.97,5.52,0,97.21,1
1.47,0,42.26,7.75,15.18,224.35,0,97.62,0,3.54,107.05,151.21,4.02,117.04,98.39,7
1.43,13.22,47.31,0,11.8,304.01,36.11,18.21,17.59,2.69,86.83,138.06,3.69,114.61,98.98,1
1.04,12.92,39.68,5.83,10.64,410.39,186.41,128.86,0,3.91,88.69,147.67,5.51,101.97,97.19,7
0,15.44,41.66,8.38,7.04,380.29,106.63,32.28,11.24,3.81,143.68,147.04,4.97,109.55,96.27,8
1.55,16.99,43.13,5.76,13.94,331.59,0,157.22,21.89,3.76,84.1,140.01,4.31,104.25,97.21,7
0,17.42,50.97,6.45,15.68,392.8,138.99,105.86,14.19,3.95,109.49,150.55,5.05,105.18,96.68,2
1.79,0,45.32,7.88,6.58,363.21,88.8,32.12,18.69,3.19,168.05,142.88,3.86,112.94,96.64,8
0,12.18,48.04,6.25,7.61,412.81,78.33,54.28,0,3.99,149.98,0,4.93,106.5,97.32,8
1.47,15.71,39.96,7.02,18.32,383.78,36.64,34.07,12.81,3.71,86.95,153.45,4.16,110.4,98.25,5
1.76,13.99,0,7.39,6.2,277.96,55.4,49.77,0,3.05,148.17,138.38,4.82,0,96.77,8
1.43,14.77,43.81,8.0,8.49,365.29,37.76,29.27,8.35,0,79.5,0,5.71,0,96.54,1
1.2,14.25,40.56,5.88,12.31,0,79.64,59.23,25.33,3.89,0,119.49,5.75,0,96.86,10
1.22,12.86,42.13,5.64,40.75,285.4,100.39,32.5,25.02,2.65,90.78,138.72,4.09,116.54,96.42,6
1.58,14.31,46.63,6.48,6.36,367.95,67.64,30.1,23.6,3.77,0,152.01,5.32,106.07,99.89,1
1.51,15.73,43.73,7.94,21.52,318.38,108.47,52.4,21.35,2.68,100.37,151.56,3.52,114.46,96.93,5
2.31,17.59,41.15,6.83,11.1,200.9,149.07,104.59,14.62,2.99,78.05,147.41,3.58,104.04,96.13,2
0.76,20.01,50.25,7.02,12.06,0,95.71,0,13.47,3.27,97.04,146.96,3.66,115.64,98.54,4
1.7,16.34,51.49,6.73,11.12,353.27,182.0,0,15.61,0,79.03,138.89,0,114.28,0,7
1.52,14.32,52.17,6.18,14.04,386.35,163.22,0,14.76,2.77,114.81,150.86,5.76,107.43,98.38,7
1.51,0,47.96,0,0,324.57,31.35,29.47,14.61,2.96,84.88,0,4.18,117.1,96.84,4
1.67,17.56,50.05,6.76,11.85,360.15,68.14,35.26,19.49,3.31,0,0,4.81,107.96,96.04,8
1.6,16.84,50.09,6.12,12.26,410.3,99.38,27.59,19.47,3.16,115.83,0,5.17,114.16,99.95,1
1.38,15.4,53.09,0,12.99,162.98,84.82,39.04,19.44,3.8,107.02,125.93,5.18,103.45,95.13,10
2.54,14.13,37.77,6.24,7.15,241.19,153.9,112.11,26.83,3.73,83.9,141.43,3.72,100.08,98.36,2
0,15.54,44.65,5.73,13.89,304.48,59.07,50.18,10.87,2.79,150.42,138.79,4.22,109.66,96.99,8
1.02,17.56,0,6.91,8.21,0,95.1,42.28,8.64,4.0,84.96,138.81,6.97,110.07,96.61,11
0.86,15.72,47.47,6.68,19.95,0,57.89,26.48,16.31,3.24,89.3,146.9,3.89,107.11,96.45,5
0.55,13.73,39.11,5.66,11.85,336.13,48.25,26.81,13.82,3.66,105.43,120.48,4.06,0,97.62,10
1.55,17.19,43.33,5.92,0,249.57,208.6,134.83,0,2.67,78.74,148.57,5.28,109.29,98.63,7
1.52,15.51,46.27,0,15.52,193.46,81.57,46.6,22.25,2.94,100.53,123.29,4.68,101.21,95.39,10
1.37,0,46.9,5.88,13.71,308.5,103.82,53.47,22.51,3.42,119.84,153.64,5.11,115.59,97.48,3
1.31,16.28,40.81,8.2,0,192.32,34.36,37.49,18.05,2.88,88.74,153.43,5.03,108.26,0,5
2.53,16.96,45.64,0,7.84,360.98,146.75,0,21.59,3.14,86.61,139.93,5.79,110.32,98.4,2
0.84,0,44.45,6.24,9.77,385.35,165.91,135.4,0,3.74,90.19,139.21,3.59,111.48,0,7
0,16.96,46.1,6.9,8.12,233.65,131.09,87.18,14.77,3.32,90.07,140.88,5.17,108.3,95.86,2
0.67,16.78,46.51,6.41,20.6,263.37,0,15.05,22.17,2.76,81.84,140.11,5.33,103.64,96.45,5
1.29,0,44.05,5.76,14.56,410.9,98.15,32.51,23.24,2.86,97.3,0,0,110.96,0,11
0,14.72,48.03,7.19,12.79,302.7,73.46,23.31,26.63,3.48,97.45,145.34,3.76,102.38,95.08,1
2.82,17.35,45.57,7.48,12.36,374.69,0,0,24.92,2.81,95.35,145.73,4.62,0,95.77,2
0.45,14.52,0,7.27,35.33,425.01,108.16,43.1,19.43,3.59,109.78,0,4.86,115.49,95.51,6
1.53,19.74,51.41,0,16.05,350.5,57.12,64.53,8.55,0,119.28,139.69,5.21,103.6,95.16,4
1.66,12.85,39.85,6.9,49.7,0,16.0,64.4,23.09,3.19,80.41,151.59,0,106.72,95.34,6
0.52,0,0,6.77,8.96,225.3,169.27,0,11.37,3.76,85.97,144.16,4.51,116.39,97.68,7
0.94,17.77,38.01,7.8,13.05,236.08,81.51,51.86,9.41,2.89,168.62,153.68,3.64,104.79,96.22,8
1.33,13.13,43.65,6.05,14.96,347.49,60.53,24.47,0,3.45,88.46,141.84,4.1,101.7,97.29,1
0.96,10.51,39.93,5.61,10.26,266.58,92.63,63.57,15.33,3.5,0,148.62,4.69,102.76,99.23,3
1.79,15.27,43.88,6.85,16.46,410.03,18.36,21.56,0,3.94,105.28,149.49,6.43,111.58,97.16,11
0,9.01,44.81,7.1,6.83,299.4,78.73,29.61,16.46,0,0,0,3.98,116.44,98.5,3
1.69,0,54.15,0,7.74,167.27,145.64,107.66,9.41,3.63,79.28,0,4.46,116.64,96.37,7
0.91,14.18,43.59,5.51,9.85,363.59,44.41,33.91,10.67,2.6,101.53,0,4.46,0,99.42,1
0.58,16.02,51.03,7.2,20.61,165.37,69.72,32.9,0,3.38,102.72,142.58,4.85,115.23,98.43,5
0.58,13.08,39.87,6.23,8.01,418.39,12.23,26.4,7.94,1.58,109.56,0,5.31,115.63,99.58,9
2.69,12.01,42.51,7.72,16.04,244.04,157.32,89.63,0,2.71,115.83,151.86,4.49,104.12,96.64,2
1.14,14.23,0,7.7,13.54,245.48,53.55,39.93,7.25,3.21,151.15,0,5.65,105.12,95.17,8
1.4,10.93,47.15,0,8.89,228.04,16.01,31.67,9.11,2.6,103.79,149.76,0,112.77,97.58,3
0.51,15.04,53.18,6.25,10.26,310.92,96.29,35.97,13.42,0,117.53,143.34,3.87,114.8,98.81,9
